[NX Daemon Server] - 2024-10-08T03:04:20.297Z - Started listening on: /var/folders/kt/hq5p3tp50zq8337qzf1_8w_m0000gn/T/2e387e4bf9520597c0b6/d.sock
[NX Daemon Server] - 2024-10-08T03:04:20.300Z - [WATCHER]: Subscribed to changes within: /Users/kb/Desktop/project/subject (native)
[NX Daemon Server] - 2024-10-08T03:11:30.711Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.711Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 31.
[NX Daemon Server] - 2024-10-08T03:11:30.715Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:11:30.715Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.715Z - Time taken for 'total for creating and serializing project graph' 0.21345899999141693ms
[NX Daemon Server] - 2024-10-08T03:11:30.722Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.722Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 7.
[NX Daemon Server] - 2024-10-08T03:11:30.726Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:11:30.726Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.726Z - Time taken for 'total for creating and serializing project graph' 0.2141669999982696ms
[NX Daemon Server] - 2024-10-08T03:11:30.733Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.733Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 7.
[NX Daemon Server] - 2024-10-08T03:11:30.737Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:11:30.737Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.738Z - Time taken for 'total for creating and serializing project graph' 0.2053330000198912ms
[NX Daemon Server] - 2024-10-08T03:11:30.744Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.744Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 7.
[NX Daemon Server] - 2024-10-08T03:11:30.751Z - [REQUEST]: Responding to the client. handleContextFileData
[NX Daemon Server] - 2024-10-08T03:11:30.751Z - Done responding to the client handleContextFileData
[NX Daemon Server] - 2024-10-08T03:11:30.751Z - Handled GET_CONTEXT_FILE_DATA. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:11:30.757Z - [REQUEST]: Responding to the client. handleContextFileData
Error: write EPIPE
    at afterWriteDispatched (node:internal/stream_base_commons:160:15)
    at writeGeneric (node:internal/stream_base_commons:151:3)
    at Socket._writeGeneric (node:net:952:11)
    at Socket._write (node:net:964:8)
    at writeOrBuffer (node:internal/streams/writable:564:12)
    at _write (node:internal/streams/writable:493:10)
    at Writable.write (node:internal/streams/writable:502:10)
    at /Users/kb/Desktop/project/subject/.yarn/unplugged/nx-virtual-282cafa129/node_modules/nx/src/daemon/server/shutdown-utils.js:71:16
    at new Promise (<anonymous>)
    at respondToClient (/Users/kb/Desktop/project/subject/.yarn/unplugged/nx-virtual-282cafa129/node_modules/nx/src/daemon/server/shutdown-utils.js:67:12) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:11:30.758Z - Done responding to the client handleContextFileData
[NX Daemon Server] - 2024-10-08T03:11:30.758Z - Socket error
Error: write EPIPE
    at afterWriteDispatched (node:internal/stream_base_commons:160:15)
    at writeGeneric (node:internal/stream_base_commons:151:3)
    at Socket._writeGeneric (node:net:952:11)
    at Socket._write (node:net:964:8)
    at writeOrBuffer (node:internal/streams/writable:564:12)
    at _write (node:internal/streams/writable:493:10)
    at Writable.write (node:internal/streams/writable:502:10)
    at /Users/kb/Desktop/project/subject/.yarn/unplugged/nx-virtual-282cafa129/node_modules/nx/src/daemon/server/shutdown-utils.js:71:16
    at new Promise (<anonymous>)
    at respondToClient (/Users/kb/Desktop/project/subject/.yarn/unplugged/nx-virtual-282cafa129/node_modules/nx/src/daemon/server/shutdown-utils.js:67:12) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:11:30.758Z - Handled GET_CONTEXT_FILE_DATA. Handling time: 0. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:11:30.758Z - Closed a connection. Number of open connections: 13
[NX Daemon Server] - 2024-10-08T03:11:30.898Z - Closed a connection. Number of open connections: 12
[NX Daemon Server] - 2024-10-08T03:11:30.904Z - Established a connection. Number of open connections: 13
[NX Daemon Server] - 2024-10-08T03:11:30.904Z - Established a connection. Number of open connections: 14
[NX Daemon Server] - 2024-10-08T03:11:30.905Z - Closed a connection. Number of open connections: 13
[NX Daemon Server] - 2024-10-08T03:11:30.906Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:11:30.906Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.907Z - Time taken for 'total for creating and serializing project graph' 0.5045830000017304ms
[NX Daemon Server] - 2024-10-08T03:11:30.918Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.918Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 12.
[NX Daemon Server] - 2024-10-08T03:11:30.926Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:11:30.927Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.927Z - Time taken for 'total for creating and serializing project graph' 0.738167000003159ms
[NX Daemon Server] - 2024-10-08T03:11:30.942Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:11:30.942Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 15.
[NX Daemon Server] - 2024-10-08T03:11:30.947Z - Established a connection. Number of open connections: 14
[NX Daemon Server] - 2024-10-08T03:11:46.489Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:11:46.490Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 24167. Response time: 19224.
[NX Daemon Server] - 2024-10-08T03:11:46.568Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:11:46.568Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:11:46.569Z - Time taken for 'total for creating and serializing project graph' 0.27404200000455603ms
[NX Daemon Server] - 2024-10-08T03:11:54.773Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:11:54.773Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 8205.
[NX Daemon Server] - 2024-10-08T03:11:54.857Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:11:54.857Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:11:54.858Z - Time taken for 'total for creating and serializing project graph' 0.47666700000991113ms
[NX Daemon Server] - 2024-10-08T03:12:04.086Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:04.087Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 9230.
[NX Daemon Server] - 2024-10-08T03:12:04.161Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:04.162Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:04.163Z - Time taken for 'total for creating and serializing project graph' 0.7967920000082813ms
[NX Daemon Server] - 2024-10-08T03:12:12.713Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:12.713Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 8551.
[NX Daemon Server] - 2024-10-08T03:12:12.779Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:12.779Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:12.780Z - Time taken for 'total for creating and serializing project graph' 0.37529200001154095ms
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:12:15.824Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:15.824Z - Socket error
Error: write EPIPE
    at WriteWrap.onWriteComplete [as oncomplete] (node:internal/stream_base_commons:94:16) {
  errno: -32,
  code: 'EPIPE',
  syscall: 'write'
}
[NX Daemon Server] - 2024-10-08T03:12:15.824Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 3045.
[NX Daemon Server] - 2024-10-08T03:12:15.824Z - Closed a connection. Number of open connections: 13
[NX Daemon Server] - 2024-10-08T03:12:16.788Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:16.788Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 0. Response time: 48387.
[NX Daemon Server] - 2024-10-08T03:12:17.054Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:17.054Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:17.055Z - Time taken for 'total for creating and serializing project graph' 0.2838749999937136ms
[NX Daemon Server] - 2024-10-08T03:12:21.514Z - Established a connection. Number of open connections: 14
[NX Daemon Server] - 2024-10-08T03:12:21.589Z - Closed a connection. Number of open connections: 13
[NX Daemon Server] - 2024-10-08T03:12:21.590Z - Established a connection. Number of open connections: 14
[NX Daemon Server] - 2024-10-08T03:12:21.686Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:21.687Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:21.687Z - Time taken for 'total for creating and serializing project graph' 0.31629200000315905ms
[NX Daemon Server] - 2024-10-08T03:12:30.076Z - Done responding to the client project-graph
[NX Daemon Server] - 2024-10-08T03:12:30.076Z - Handled REQUEST_PROJECT_GRAPH. Handling time: 1. Response time: 8389.
[NX Daemon Server] - 2024-10-08T03:12:30.158Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:30.158Z - [REQUEST]: Responding to the client. project-graph
[NX Daemon Server] - 2024-10-08T03:12:30.159Z - Time taken for 'total for creating and serializing project graph' 0.2876659999892581ms
[NX Daemon Server] - 2024-10-08T03:12:30.576Z - [WATCHER]: components.json was modified
[NX Daemon Server] - 2024-10-08T03:12:30.577Z - [REQUEST]: Responding to the client. File watch changed
[NX Daemon Server] - 2024-10-08T03:12:30.577Z - Done responding to the client File watch changed
[NX Daemon Server] - 2024-10-08T03:12:30.577Z - Handled FILE-WATCH-CHANGED. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.577Z - [WATCHER]: Processing file changes in outputs
[NX Daemon Server] - 2024-10-08T03:12:30.577Z - Time taken for 'changed-projects' 0.052125000016530976ms
[NX Daemon Server] - 2024-10-08T03:12:30.678Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-10-08T03:12:30.678Z - [REQUEST]: components.json
[NX Daemon Server] - 2024-10-08T03:12:30.678Z - [REQUEST]: 
[NX Daemon Server] - 2024-10-08T03:12:30.728Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.729Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.729Z - Handled HASH_GLOB. Handling time: 1. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:12:30.729Z - [REQUEST]: Responding to the client. handleGlob
[NX Daemon Server] - 2024-10-08T03:12:30.729Z - Done responding to the client handleGlob
[NX Daemon Server] - 2024-10-08T03:12:30.729Z - Handled GLOB. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.730Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.730Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.730Z - Handled HASH_GLOB. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.734Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.734Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.734Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.737Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.737Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.737Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.737Z - Time taken for 'hash changed files from watcher' 0.1073340000002645ms
[NX Daemon Server] - 2024-10-08T03:12:30.741Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.741Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.742Z - Handled HASH_GLOB. Handling time: 4. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:12:30.751Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.751Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.751Z - Handled HASH_GLOB. Handling time: 9. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.756Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.756Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.756Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.757Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.757Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.757Z - Handled HASH_GLOB. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.764Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.764Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.764Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.771Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.771Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.771Z - Handled HASH_GLOB. Handling time: 1. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:12:30.783Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.783Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.783Z - Handled HASH_GLOB. Handling time: 7. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.790Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.790Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.790Z - Handled HASH_GLOB. Handling time: 4. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.795Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.795Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.795Z - Handled HASH_GLOB. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.806Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.806Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.806Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:30.845Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.845Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:30.845Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.606Z - [REQUEST]: Client Request for Project Graph Received
[NX Daemon Server] - 2024-10-08T03:12:31.608Z - [REQUEST]: Updated workspace context based on watched changes, recomputing project graph...
[NX Daemon Server] - 2024-10-08T03:12:31.608Z - [REQUEST]: components.json
[NX Daemon Server] - 2024-10-08T03:12:31.608Z - [REQUEST]: 
[NX Daemon Server] - 2024-10-08T03:12:31.643Z - Time taken for 'hash changed files from watcher' 0.190958999999566ms
[NX Daemon Server] - 2024-10-08T03:12:31.645Z - [REQUEST]: Responding to the client. handleGlob
[NX Daemon Server] - 2024-10-08T03:12:31.645Z - Done responding to the client handleGlob
[NX Daemon Server] - 2024-10-08T03:12:31.645Z - Handled GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.647Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.647Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.647Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.651Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.651Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.651Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.654Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.655Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.655Z - Handled HASH_GLOB. Handling time: 3. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:12:31.657Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.657Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.657Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.658Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.659Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.659Z - Handled HASH_GLOB. Handling time: 0. Response time: 1.
[NX Daemon Server] - 2024-10-08T03:12:31.663Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.663Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.663Z - Handled HASH_GLOB. Handling time: 3. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.668Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.668Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.668Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.670Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.670Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.670Z - Handled HASH_GLOB. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.671Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.671Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.671Z - Handled HASH_GLOB. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.674Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.674Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.674Z - Handled HASH_GLOB. Handling time: 2. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.677Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.677Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.677Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:31.679Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.679Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.679Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] first parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] fallback parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}
[NX Daemon Server] - 2024-10-08T03:12:31.856Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.856Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:31.856Z - Handled HASH_GLOB. Handling time: 4. Response time: 0.

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] first parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] fallback parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}
[NX Daemon Server] - 2024-10-08T03:12:32.613Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:32.613Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:32.613Z - Handled HASH_GLOB. Handling time: 0. Response time: 0.
[NX Daemon Server] - 2024-10-08T03:12:32.616Z - [REQUEST]: Responding to the client. handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:32.616Z - Done responding to the client handleHashGlob
[NX Daemon Server] - 2024-10-08T03:12:32.616Z - Handled HASH_GLOB. Handling time: 1. Response time: 0.

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] first parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] fallback parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}
[NX Daemon Server] - 2024-10-08T03:12:33.404Z - Time taken for 'build-project-configs' 1779.181500000006ms
[NX Daemon Server] - 2024-10-08T03:12:33.456Z - Time taken for '@nx/storybook/plugin:createDependencies' 57.86154099999112ms
[NX Daemon Server] - 2024-10-08T03:12:33.478Z - Time taken for 'nx/js/dependencies-and-lockfile:createDependencies' 78.26949999999488ms

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] first parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] fallback parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] first parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

[Nx Vite TsPaths] fallback parsed tsconfig:  {
  resultType: 'success',
  configFileAbsolutePath: '/Users/kb/Desktop/project/subject/tsconfig.base.json',
  baseUrl: '.',
  absoluteBaseUrl: '/Users/kb/Desktop/project/subject',
  paths: {
    '@subject/shared/shadcn-ui/ui/*': [ 'libs/shared/shadcn-ui/ui/src/*' ],
    '@subject/shared/shadcn-ui/util/*': [ 'libs/shared/shadcn-ui/util/src/*' ]
  },
  addMatchAll: true
}

[Nx Vite TsPaths] Found tsconfig at /Users/kb/Desktop/project/subject/tsconfig.base.json

